text,label_str,source,priority,label,weight
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-801-6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",neutral,allagree,1,1,1.0
Aspo serves demanding business-to-business customers .,neutral,75agree,2,1,0.7
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,allagree,1,2,1.0
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,75agree,2,1,0.7
The rebuilds are designed to improve the machines ' performance and product quality .,positive,75agree,2,2,0.7
The size of a cider bottle will remain unchanged .,neutral,allagree,1,1,1.0
"128,538 shares can still be subscribed for with Series E share options , max .",neutral,allagree,1,1,1.0
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,allagree,1,2,1.0
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,allagree,1,2,1.0
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,allagree,1,2,1.0
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,allagree,1,2,1.0
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,75agree,2,1,0.7
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",neutral,allagree,1,1,1.0
The company did not disclose the price of the acquisition .,neutral,allagree,1,1,1.0
Exel is headquartered in Mantyharju in Finland .,neutral,allagree,1,1,1.0
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",positive,75agree,2,2,0.7
"SCOPI Chief Business Excellence Officer , Eng .",neutral,allagree,1,1,1.0
The issuer is solely responsible for the content of this announcement .,neutral,allagree,1,1,1.0
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral,allagree,1,1,1.0
com and possibly also through photo-msn .,neutral,allagree,1,1,1.0
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,neutral,75agree,2,1,0.7
The reductions will be implemented mainly in the course of the first half of 2009 .,neutral,75agree,2,1,0.7
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",neutral,75agree,2,1,0.7
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive,75agree,2,2,0.7
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,allagree,1,2,1.0
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,allagree,1,2,1.0
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",neutral,allagree,1,1,1.0
The value of the order is EUR 2.5 mn .,neutral,allagree,1,1,1.0
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",positive,75agree,2,2,0.7
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive,allagree,1,2,1.0
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,75agree,2,0,0.7
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,allagree,1,2,1.0
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,allagree,1,1,1.0
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive,75agree,2,2,0.7
It has80 branches in Finland with annual revenue in Finland of ?,neutral,allagree,1,1,1.0
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,allagree,1,1,1.0
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",neutral,75agree,2,1,0.7
The measures result from weak demand in the shipbuilding industry .,negative,75agree,2,0,0.7
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,allagree,1,0,1.0
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,allagree,1,1,1.0
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive,75agree,2,2,0.7
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,neutral,allagree,1,1,1.0
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,neutral,75agree,2,1,0.7
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",neutral,75agree,2,1,0.7
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",neutral,75agree,2,1,0.7
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,allagree,1,1,1.0
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,allagree,1,2,1.0
"However , the growth margin slowed down due to the financial crisis .",negative,allagree,1,0,1.0
Device volume in the area decreased by 21 % to 2.7 mn units .,negative,allagree,1,0,1.0
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,allagree,1,1,1.0
Construction is expected to be completed in the summer of 2011 .,neutral,allagree,1,1,1.0
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,allagree,1,2,1.0
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",positive,75agree,2,2,0.7
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral,75agree,2,1,0.7
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,allagree,1,1,1.0
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,neutral,allagree,1,1,1.0
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,allagree,1,2,1.0
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,allagree,1,1,1.0
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,allagree,1,2,1.0
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,75agree,2,1,0.7
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral,allagree,1,1,1.0
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",positive,75agree,2,2,0.7
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,allagree,1,1,1.0
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,allagree,1,2,1.0
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,75agree,2,1,0.7
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,allagree,1,0,1.0
The right margin will be viewed separately in detail with every customer .,neutral,75agree,2,1,0.7
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,allagree,1,0,1.0
The products have a low salt and fat content .,neutral,allagree,1,1,1.0
The acquisition is expected to take place by the end of August 2007 .,neutral,allagree,1,1,1.0
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,allagree,1,2,1.0
`` We could be there .,neutral,allagree,1,1,1.0
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,75agree,2,0,0.7
"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",neutral,75agree,2,1,0.7
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,allagree,1,1,1.0
Registration is required .,neutral,allagree,1,1,1.0
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",neutral,allagree,1,1,1.0
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,allagree,1,1,1.0
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,allagree,1,1,1.0
"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",positive,75agree,2,2,0.7
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,allagree,1,1,1.0
Its 168 asset management experts manage assets worth over EUR 35 billion .,neutral,allagree,1,1,1.0
The total value of these two contracts is over EUR 21 million .,neutral,allagree,1,1,1.0
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,75agree,2,1,0.7
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive,75agree,2,2,0.7
"Therefore , Phase III of the research will not be conducted by Abbott .",neutral,75agree,2,1,0.7
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral,75agree,2,1,0.7
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive,allagree,1,2,1.0
Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,allagree,1,1,1.0
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,allagree,1,1,1.0
Investments are not disclosed .,neutral,allagree,1,1,1.0
Pentik+inen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral,75agree,2,1,0.7
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,allagree,1,1,1.0
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,allagree,1,1,1.0
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral,allagree,1,1,1.0
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive,allagree,1,2,1.0
These restrictions do not apply to statutory dividends .,neutral,75agree,2,1,0.7
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral,75agree,2,1,0.7
The company closed last year with a turnover of about four million euros .,neutral,75agree,2,1,0.7
The new location is n't the only change Wellmont has in store for its air transport service .,neutral,allagree,1,1,1.0
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,allagree,1,1,1.0
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative,allagree,1,0,1.0
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,allagree,1,2,1.0
"Kiosk and cinema operations have suffered , in particular .",negative,75agree,2,0,0.7
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative,allagree,1,0,1.0
The front surfaces of these valve plates are directed towards each other .,neutral,allagree,1,1,1.0
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",positive,75agree,2,2,0.7
The identity of the buyer is not yet known .,neutral,allagree,1,1,1.0
An individual promotion also generated slightly higher-than-expected revenues .,positive,75agree,2,2,0.7
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,allagree,1,2,1.0
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",neutral,75agree,2,1,0.7
The revenues of the business reached NOK 12 million for 2008 .,neutral,75agree,2,1,0.7
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,allagree,1,1,1.0
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral,allagree,1,1,1.0
About Dopplr Dopplr is a service for smart travellers .,neutral,allagree,1,1,1.0
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,allagree,1,2,1.0
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,allagree,1,0,1.0
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral,allagree,1,1,1.0
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,neutral,75agree,2,1,0.7
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral,allagree,1,1,1.0
The agreement includes application maintenance and support services .,neutral,allagree,1,1,1.0
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral,75agree,2,1,0.7
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral,allagree,1,1,1.0
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",neutral,allagree,1,1,1.0
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative,allagree,1,0,1.0
"Previously , the plant was expected to be completed by the end of 2008 .",neutral,allagree,1,1,1.0
Performance in the second half of 2009 exceeded expectations .,positive,allagree,1,2,1.0
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,allagree,1,1,1.0
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,neutral,75agree,2,1,0.7
"The Tekla Structures product box , if needed , is now made from recycled material .",neutral,75agree,2,1,0.7
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,allagree,1,1,1.0
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,75agree,2,0,0.7
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,allagree,1,1,1.0
CapMan made its initial investment in OneMed in June 2006 .,neutral,75agree,2,1,0.7
No financial details were provided .,neutral,75agree,2,1,0.7
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral,75agree,2,1,0.7
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,75agree,2,0,0.7
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,75agree,2,2,0.7
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,allagree,1,1,1.0
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",neutral,allagree,1,1,1.0
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,allagree,1,0,1.0
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative,allagree,1,0,1.0
"However , the proportion of the paid standing orders grew in 2009 .",positive,allagree,1,2,1.0
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",neutral,75agree,2,1,0.7
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,75agree,2,1,0.7
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,allagree,1,2,1.0
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,75agree,2,1,0.7
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral,allagree,1,1,1.0
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,75agree,2,0,0.7
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",positive,75agree,2,2,0.7
Net sales surged by 30 % to EUR 36 million .,positive,allagree,1,2,1.0
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive,allagree,1,2,1.0
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,allagree,1,1,1.0
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",neutral,75agree,2,1,0.7
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,allagree,1,2,1.0
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative,75agree,2,0,0.7
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,positive,75agree,2,2,0.7
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",neutral,allagree,1,1,1.0
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,75agree,2,0,0.7
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,allagree,1,0,1.0
The company is well positioned in Brazil and Uruguay .,positive,allagree,1,2,1.0
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",neutral,75agree,2,1,0.7
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",neutral,allagree,1,1,1.0
The forecast for 2012 is 3.3 % .,neutral,allagree,1,1,1.0
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,neutral,allagree,1,1,1.0
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative,allagree,1,0,1.0
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,allagree,1,0,1.0
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,allagree,1,1,1.0
The ECB can mainly target inflation .,neutral,allagree,1,1,1.0
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,75agree,2,1,0.7
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,positive,75agree,2,2,0.7
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,allagree,1,0,1.0
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive,75agree,2,2,0.7
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral,75agree,2,1,0.7
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,allagree,1,1,1.0
The bridge will be built to the south of the existing bridge spanning the strait .,neutral,75agree,2,1,0.7
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,allagree,1,1,1.0
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral,allagree,1,1,1.0
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,allagree,1,2,1.0
An Apple spokeswoman said the company declined to comment .,neutral,75agree,2,1,0.7
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral,allagree,1,1,1.0
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",neutral,75agree,2,1,0.7
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,75agree,2,0,0.7
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,75agree,2,2,0.7
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,allagree,1,1,1.0
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,allagree,1,1,1.0
"Nordstjernan will make the offer in approximately one month , in September 2007 .",neutral,allagree,1,1,1.0
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,allagree,1,1,1.0
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive,allagree,1,2,1.0
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",neutral,75agree,2,1,0.7
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral,75agree,2,1,0.7
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,allagree,1,2,1.0
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",neutral,75agree,2,1,0.7
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,allagree,1,2,1.0
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive,allagree,1,2,1.0
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",neutral,allagree,1,1,1.0
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,allagree,1,1,1.0
"According shipping company Viking Line , the EU decision will have a significant financial impact .",neutral,75agree,2,1,0.7
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral,allagree,1,1,1.0
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,allagree,1,0,1.0
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,allagree,1,1,1.0
Sanoma Magazines ' net sales are estimated to grow in 2006 .,positive,75agree,2,2,0.7
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,allagree,1,2,1.0
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,allagree,1,2,1.0
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,allagree,1,1,1.0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,allagree,1,1,1.0
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,allagree,1,0,1.0
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative,allagree,1,0,1.0
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,negative,75agree,2,0,0.7
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral,75agree,2,1,0.7
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive,75agree,2,2,0.7
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,allagree,1,0,1.0
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,allagree,1,0,1.0
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,allagree,1,1,1.0
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,allagree,1,2,1.0
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral,75agree,2,1,0.7
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,allagree,1,2,1.0
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative,75agree,2,0,0.7
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,75agree,2,1,0.7
It is now the leading private road ambulance service company in Finland .,positive,75agree,2,2,0.7
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,allagree,1,0,1.0
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,allagree,1,2,1.0
The agreement is valid for four years .,neutral,allagree,1,1,1.0
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,allagree,1,1,1.0
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,allagree,1,1,1.0
It inspects the companys strategic strengths and weaknesses .,neutral,75agree,2,1,0.7
"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",neutral,75agree,2,1,0.7
